,AAPL,MSFT,GOOGL,NVDA,AMD,AMZN,TSLA,NKE,MCD,JPM,BAC,GS,BRK-B,JNJ,UNH,PFE,XOM,CVX,COP,BA,CAT,HON,META,NFLX,DIS,PG,KO,NEE,AMT,PLD
BAC,0.44874713240146247,0.3835663723740626,0.386979242381106,0.41027171568629145,0.4114505703416005,0.4170779252171037,0.37374950334331136,0.4337422421422052,0.39778746717626573,0.8284341488220883,1.0,0.7677040292452045,0.6479402907040669,0.25659663998460447,0.2756241468827164,0.24809929574397932,0.3429304904166604,0.3955117700167452,0.3585855616781679,0.47846323121295253,0.5275294706252261,0.5199573405424637,0.3309050577206313,0.29040502973030335,0.5270552591300134,0.2693492828026371,0.3555852465361384,0.2563091197679864,0.3938326095283859,0.4720537647229865
GS,0.4962058344859803,0.4462643327687047,0.44515610246996284,0.4717042864895983,0.4743041790246814,0.47050747600479964,0.35278976215044555,0.49197698374926835,0.3805232615893041,0.7363369533977837,0.7677040292452045,1.0,0.6333711918413276,0.27106649112637554,0.2664069917191701,0.27396906207828564,0.32454816497161315,0.36352359508006515,0.3449097216847336,0.4992242349228092,0.5412145086966752,0.5748820494394197,0.38456951105963055,0.32075669439689775,0.5393585046078088,0.26231978470302175,0.3270685566083192,0.3275914104910296,0.41047204930822107,0.5345200912832935
BRK-B,0.6108100401126134,0.5183086436798614,0.5203613149998038,0.4703684966140851,0.4616237235022234,0.47613808197069957,0.3428750489753353,0.5038421972058922,0.498687480305399,0.6823897603115787,0.6479402907040669,0.6333711918413276,1.0,0.4312829609470166,0.3861410855311101,0.4061326214147102,0.4077817522495504,0.4304059544604613,0.41625792213256674,0.47808835584222675,0.5554094388958994,0.6487889334500628,0.390952636030627,0.3303150249312088,0.5353257240084346,0.4284883612715226,0.548381018787256,0.40346592065235,0.45682969634781617,0.5525685493449105
JNJ,0.2724680295954686,0.20140402710798216,0.18401067923432352,0.06999776710755971,0.08349653533929827,0.14396054317382653,0.06360726564992089,0.21074759246615066,0.4233764307782451,0.2907243768895552,0.25659663998460447,0.27106649112637554,0.4312829609470166,1.0,0.41207187857320365,0.45242080286183456,0.10522970576546066,0.1431757165698215,0.10651569964637961,0.1307195576656498,0.15833405506569792,0.33069654174130175,0.11548889136545434,0.08979990651008699,0.15814899840624297,0.4796338967925507,0.4846700862528489,0.28925807524997643,0.29736767356573235,0.3507508632208603
UNH,0.35321866280405,0.3203950514342762,0.2166893120536026,0.18658934133636795,0.18461321155548005,0.18560236384765993,0.18230415043148554,0.18329182595571608,0.39325873142172213,0.32238365450437184,0.2756241468827164,0.2664069917191701,0.3861410855311101,0.41207187857320365,1.0,0.3588089294041945,0.19646543853850584,0.20564885600982577,0.21344431390367655,0.20218634310724334,0.16516714383261089,0.31031579528127223,0.07317380970034909,0.13425534086434962,0.20053087006414158,0.42600659777670263,0.43859587176232123,0.27373244689258863,0.28319340542773896,0.31574867835064496
PFE,0.24655911508182662,0.27429936565235363,0.21337002801633853,0.1591305435784099,0.1579057729006324,0.19204581689753836,0.09756296311175207,0.2202545266989184,0.2767186194832485,0.2835406394950959,0.24809929574397932,0.27396906207828564,0.4061326214147102,0.45242080286183456,0.3588089294041945,1.0,0.15697509929019293,0.1960321071350575,0.18320458292475314,0.1598197245020808,0.21003002764854384,0.3026123634424861,0.19028885884399438,0.17221275680288164,0.20989095613138264,0.31395969756400244,0.32613524971404984,0.21539290298457853,0.3259051143710405,0.29817907083037903
XOM,0.2256171251452482,0.11072584404478275,0.11398899082565823,0.1211507651133639,0.13632057889660965,0.14315216799941874,0.10893733960150244,0.22707866702930105,0.15327656764971095,0.304488717361687,0.3429304904166604,0.32454816497161315,0.4077817522495504,0.10522970576546066,0.19646543853850584,0.15697509929019293,1.0,0.8674438673793842,0.8517085542272745,0.24060348355316152,0.5019437259506435,0.29060079976266207,0.06630654931074019,0.11934949840651775,0.2673601680318505,0.05042240033245296,0.16600604247540374,0.15996520751845225,0.1246753683092432,0.19422945598265143
CVX,0.2466953808768898,0.15395250237176947,0.17144141380069386,0.17141016584012878,0.1792762051597091,0.1713011821329021,0.1330921632475324,0.24976462792792997,0.15813551060021125,0.33914442277691303,0.3955117700167452,0.36352359508006515,0.4304059544604613,0.1431757165698215,0.20564885600982577,0.1960321071350575,0.8674438673793842,1.0,0.8310896419182073,0.25399501246476835,0.5447584842981836,0.3226289690985943,0.11168143725483473,0.1334063554196077,0.27621293455887563,0.039418555690438964,0.16452207016443757,0.18983587891213147,0.1540566994378043,0.2358528990536138
COP,0.21798207895058538,0.14268971026737096,0.14805427796927387,0.16650598498775898,0.17694838916516945,0.15582878394200192,0.11310940186689054,0.21021896788115077,0.13809625248462631,0.3170588371644317,0.3585855616781679,0.3449097216847336,0.41625792213256674,0.10651569964637961,0.21344431390367655,0.18320458292475314,0.8517085542272745,0.8310896419182073,1.0,0.26843004244958507,0.49265636457915407,0.3106020829803849,0.08777503378210591,0.12342107843363735,0.26308759311386926,0.06326705234687265,0.17802887772554363,0.1429477695264989,0.12638004584402757,0.18910463140376133
BA,0.47272362089440667,0.38396708551322967,0.4192034454319953,0.4917030029377676,0.47390819342144236,0.41709221435049343,0.3715427447175506,0.45644356267011127,0.350277149891105,0.4535080159390095,0.47846323121295253,0.4992242349228092,0.47808835584222675,0.1307195576656498,0.20218634310724334,0.1598197245020808,0.24060348355316152,0.25399501246476835,0.26843004244958507,1.0,0.43347728831341764,0.5096554796075327,0.34417747770017726,0.358133916026965,0.4916414371149594,0.2074644615164913,0.2660476715341905,0.3064875771189255,0.3344458834360169,0.43386795430982433
CAT,0.34038257243890957,0.26674052455748376,0.27006307269912705,0.34582698367940246,0.3225735675942673,0.25679063137194674,0.27365336447390115,0.41471535549930316,0.28148881729619224,0.5078540434338324,0.5275294706252261,0.5412145086966752,0.5554094388958994,0.15833405506569792,0.16516714383261089,0.21003002764854384,0.5019437259506435,0.5447584842981836,0.49265636457915407,0.43347728831341764,1.0,0.5526007148023717,0.163795942031149,0.19917210571962307,0.39380573784199047,0.11603408625674305,0.26538164712331347,0.23551223776598787,0.2568496480931304,0.3650473460357171
HON,0.5201611888441601,0.48887616886134483,0.4576990593513621,0.45370213517479663,0.45659675444268905,0.42045981283311057,0.3202396621727811,0.505551465723797,0.5084356457788495,0.5514770031265507,0.5199573405424637,0.5748820494394197,0.6487889334500628,0.33069654174130175,0.31031579528127223,0.3026123634424861,0.29060079976266207,0.3226289690985943,0.3106020829803849,0.5096554796075327,0.5526007148023717,1.0,0.4222999239873579,0.32962663913111373,0.4888328307377928,0.37712795538213933,0.45745139253278194,0.43154389703581103,0.4021206750905503,0.5117152253337836
META,0.5624480830289964,0.5871321658514419,0.640648993713274,0.5375581484213913,0.5193700194687523,0.5957990899426452,0.3705346956389749,0.42204305340592024,0.20788069900483816,0.32931915929478334,0.3309050577206313,0.38456951105963055,0.390952636030627,0.11548889136545434,0.07317380970034909,0.19028885884399438,0.06630654931074019,0.11168143725483473,0.08777503378210591,0.34417747770017726,0.163795942031149,0.4222999239873579,1.0,0.48831460194744974,0.44356771738683415,0.18582162056925047,0.14865394562317277,0.2224541541475595,0.24054595951280003,0.3311726511732833
NFLX,0.4597464028431041,0.43614399548738114,0.42952173087534656,0.4687307357939499,0.44511414568709967,0.5089480325576976,0.4140178976723174,0.3849275605317703,0.2120451689664603,0.2976014490246722,0.29040502973030335,0.32075669439689775,0.3303150249312088,0.08979990651008699,0.13425534086434962,0.17221275680288164,0.11934949840651775,0.1334063554196077,0.12342107843363735,0.358133916026965,0.19917210571962307,0.32962663913111373,0.48831460194744974,1.0,0.539986475287759,0.13346706530948507,0.1562496593692992,0.19756732269637076,0.17169396711154084,0.2366772812613469
DIS,0.5549426608787943,0.5108263447508402,0.49288029958401747,0.51847965572543,0.4733458034187135,0.5633246102572687,0.43488734222432385,0.5279850135923302,0.30389697783483755,0.4816376641152407,0.5270552591300134,0.5393585046078088,0.5353257240084346,0.15814899840624297,0.20053087006414158,0.20989095613138264,0.2673601680318505,0.27621293455887563,0.26308759311386926,0.4916414371149594,0.39380573784199047,0.4888328307377928,0.44356771738683415,0.539986475287759,1.0,0.23541768847496014,0.284056940559174,0.2618978847985223,0.35167307504405937,0.42629006156227744
PG,0.38293259566600596,0.35253914173082734,0.25823098153930907,0.18090588986717732,0.19021691848290387,0.20034429121742098,0.10248548578997844,0.35108965998033786,0.5616906877162158,0.315436261907528,0.2693492828026371,0.26231978470302175,0.4284883612715226,0.4796338967925507,0.42600659777670263,0.31395969756400244,0.05042240033245296,0.039418555690438964,0.06326705234687265,0.2074644615164913,0.11603408625674305,0.37712795538213933,0.18582162056925047,0.13346706530948507,0.23541768847496014,1.0,0.7054363102627954,0.4067411966439124,0.3666643550019887,0.4026513334741148
KO,0.4304961795126437,0.3501821061015608,0.2692409060915963,0.2196948982516872,0.22906540186057628,0.27415562206160715,0.16218034279055615,0.3868264798946796,0.6147968606521014,0.37513205644211406,0.3555852465361384,0.3270685566083192,0.548381018787256,0.4846700862528489,0.43859587176232123,0.32613524971404984,0.16600604247540374,0.16452207016443757,0.17802887772554363,0.2660476715341905,0.26538164712331347,0.45745139253278194,0.14865394562317277,0.1562496593692992,0.284056940559174,0.7054363102627954,1.0,0.4341628980337136,0.40466672081838156,0.44510507331598015
NEE,0.3817503954433568,0.32614481379868054,0.2756341040646691,0.241150725618398,0.2596375442684651,0.29083806001121726,0.22537209027768562,0.3252243608541116,0.36483632666338844,0.25420153608332846,0.2563091197679864,0.3275914104910296,0.40346592065235,0.28925807524997643,0.27373244689258863,0.21539290298457853,0.15996520751845225,0.18983587891213147,0.1429477695264989,0.3064875771189255,0.23551223776598787,0.43154389703581103,0.2224541541475595,0.19756732269637076,0.2618978847985223,0.4067411966439124,0.4341628980337136,1.0,0.495745794347686,0.5088316032836051
AMT,0.41351967442372767,0.3942966634706621,0.3588008531491509,0.32069461696572943,0.3263775352798086,0.3651612839161445,0.2730397703155227,0.37342965889655755,0.4031916756773753,0.3647422735449167,0.3938326095283859,0.41047204930822107,0.45682969634781617,0.29736767356573235,0.28319340542773896,0.3259051143710405,0.1246753683092432,0.1540566994378043,0.12638004584402757,0.3344458834360169,0.2568496480931304,0.4021206750905503,0.24054595951280003,0.17169396711154084,0.35167307504405937,0.3666643550019887,0.40466672081838156,0.495745794347686,1.0,0.6722268051900118
PLD,0.5113756345147802,0.4483490323126652,0.4250248885239343,0.42450219442933523,0.4084790059395804,0.451298100885052,0.3509917300930381,0.4693522013457405,0.4369083377008235,0.4359986881078672,0.4720537647229865,0.5345200912832935,0.5525685493449105,0.3507508632208603,0.31574867835064496,0.29817907083037903,0.19422945598265143,0.2358528990536138,0.18910463140376133,0.43386795430982433,0.3650473460357171,0.5117152253337836,0.3311726511732833,0.2366772812613469,0.42629006156227744,0.4026513334741148,0.44510507331598015,0.5088316032836051,0.6722268051900118,1.0
