,AAPL,MSFT,GOOGL,NVDA,AMD,AMZN,TSLA,NKE,MCD,JPM,BAC,GS,BRK-B,JNJ,UNH,PFE,XOM,CVX,COP,BA,CAT,HON,META,NFLX,DIS,PG,KO,NEE,AMT,PLD
BAC,0.9357629328151071,0.9341738716545126,0.9250142527849541,0.8912556339751981,0.8515589683985823,0.7841834117850851,0.6100889336355181,0.8361744762463678,0.8319148583350932,0.9629987905228564,1.0,0.9347631800519087,0.9315345793945108,0.7980154317738586,0.8542437301764596,0.7929252243705097,0.8714174923961329,0.8147386436123953,0.8329606729655297,0.6719078406121967,0.8867160972891277,0.8500178798238986,0.9027110204114065,0.6656020862493481,0.8627036254155014,0.7912409503156512,0.7631397659029391,0.8104881358840442,0.8610431375740534,0.8508336613701054
GS,0.9098805996578753,0.9131556844566809,0.9114473180741499,0.9015794339722288,0.8735074102137623,0.7778726210755089,0.7222331257875153,0.816161746344339,0.8563767419422477,0.9463825034457705,0.9347631800519087,1.0,0.9472979933014514,0.6983471493546594,0.8595561226613676,0.729484930885384,0.8808865830386735,0.8445119464874836,0.8367326723503751,0.7752155487301606,0.8209436335028508,0.8901483953106665,0.886973071848772,0.7111426307525713,0.9261667646127096,0.7393692017541595,0.7484046860329817,0.8009659230029899,0.7839549656893287,0.7974952691730022
BRK-B,0.9328740883342301,0.9340979009879962,0.9174646761738132,0.9083701654980683,0.8692796642891235,0.7817886940370681,0.683172240920286,0.8367378317743552,0.8578800541915048,0.9425654207617972,0.9315345793945108,0.9472979933014514,1.0,0.7898583694901369,0.9072079816381788,0.7940971860984491,0.8990693740546428,0.8406990316309472,0.8166610163789157,0.7237064697474469,0.8207199500731122,0.8901807680544749,0.8861294198299591,0.6906054056859654,0.846566303197952,0.7916404529215418,0.7847697570041734,0.8465519636843668,0.8244134317314359,0.8257183311365557
JNJ,0.8191003324321283,0.8141188140158153,0.7910429663407849,0.705193270832591,0.6393338848801414,0.6923722171236091,0.24840240201634892,0.730205875400258,0.6196943054970319,0.74739565336873,0.7980154317738586,0.6983471493546594,0.7898583694901369,1.0,0.7690922656148231,0.9327615120887258,0.6811534288690119,0.6015902544332071,0.5192080540591942,0.5009189803966454,0.7815575470413338,0.7214613853313486,0.7261413017405236,0.5003457739380059,0.6614030641140778,0.9125178719538116,0.8390450513308056,0.8572990643886742,0.8728342543766782,0.7846052851701943
UNH,0.8759134945318872,0.88000012373208,0.8556066369092263,0.8716369631850127,0.8016289868181993,0.6671540604459866,0.6703453868703398,0.8634599548022759,0.827406457940773,0.8693990330439173,0.8542437301764596,0.8595561226613676,0.9072079816381788,0.7690922656148231,1.0,0.774377287460006,0.8670034859243794,0.8402900718814992,0.7197106135184603,0.7530210675526009,0.7388129502148245,0.8614258794701816,0.8240386607584248,0.6321490614658983,0.7642686581141597,0.7031812523454936,0.8271760920391016,0.8758673885369318,0.8796459951390223,0.8034176932481569
PFE,0.8739242577870547,0.870358603088249,0.8639948667660234,0.7756689894858736,0.7343985097955184,0.8110063017942223,0.2762694944541688,0.7029977186332657,0.586098790781746,0.7655907744908292,0.7929252243705097,0.729484930885384,0.7940971860984491,0.9327615120887258,0.774377287460006,1.0,0.6636371185436627,0.5480141438396907,0.5097939925909922,0.612580446217789,0.780252307445851,0.704504177089064,0.7945254218925186,0.6860245029203431,0.676094540252552,0.920551776130448,0.8677585360203468,0.8543637316705343,0.8677608671607487,0.8684254644014464
XOM,0.8422950545286156,0.8324788127274729,0.8319789958738739,0.8583820507232904,0.8047438400320318,0.7163753467380384,0.8061106899130349,0.884709573210137,0.8317812863075759,0.8809112434542428,0.8714174923961329,0.8808865830386735,0.8990693740546428,0.6811534288690119,0.8670034859243794,0.6636371185436627,1.0,0.8690914789144341,0.8731497444999503,0.7555557599941414,0.8752334633984894,0.8519762837703599,0.796622409448561,0.640386472612067,0.8317045872079182,0.6250773021161466,0.79269896688243,0.8224326640541841,0.7491135137293525,0.7425110476898674
CVX,0.7411153321293721,0.7597308119820221,0.7488271750895309,0.7772319477884517,0.74096443325429,0.5167962456147582,0.7799558790238296,0.7529791946226595,0.8443270251703819,0.8824520052877475,0.8147386436123953,0.8445119464874836,0.8406990316309472,0.6015902544332071,0.8402900718814992,0.5480141438396907,0.8690914789144341,1.0,0.9038378455363034,0.743281272377026,0.7013893063946882,0.8465115322304082,0.7447819782074816,0.506715566611946,0.7453152243239767,0.4841402936998102,0.646266586944467,0.6868859899753375,0.6955880909220702,0.6995300020505679
COP,0.7430561394605996,0.7431948519289094,0.774343444296245,0.7933332827206243,0.7557660797384662,0.6096914583213889,0.8201737574827872,0.7401329775647026,0.8529611282843245,0.8531558832732888,0.8329606729655297,0.8367326723503751,0.8166610163789157,0.5192080540591942,0.7197106135184603,0.5097939925909922,0.8731497444999503,0.9038378455363034,1.0,0.6888131544371986,0.8061107056372669,0.7954739346584084,0.7892247908636162,0.5799463123521476,0.7769897185480991,0.45777808696852335,0.538166639460501,0.6369089272670366,0.5863947846236155,0.6737346680297821
BA,0.7089161286661472,0.6903602659778625,0.7007055819694605,0.740064027679853,0.6882893504243304,0.5407293162188301,0.7057643664096286,0.75674633712498,0.7034044683441644,0.7538693677570992,0.6719078406121967,0.7752155487301606,0.7237064697474469,0.5009189803966454,0.7530210675526009,0.612580446217789,0.7555557599941414,0.743281272377026,0.6888131544371986,1.0,0.6343539463178985,0.8102740942041888,0.667510387470993,0.5731598606047273,0.740844761905056,0.48665981461178554,0.7019262602378206,0.6590053862397237,0.6374761187011434,0.7445639037489359
CAT,0.8478156755158197,0.822825260827879,0.8602356735556085,0.791616467604738,0.7486564116993749,0.7862076882862546,0.5666810028535866,0.7863190725346568,0.7103127124793234,0.8295558992145668,0.8867160972891277,0.8209436335028508,0.8207199500731122,0.7815575470413338,0.7388129502148245,0.780252307445851,0.8752334633984894,0.7013893063946882,0.8061107056372669,0.6343539463178985,1.0,0.7794493535813812,0.8117480741069358,0.6431429697951213,0.8441147458848529,0.7353585595381842,0.7811764955629183,0.7953389461111523,0.7485256030175433,0.7450881154607378
HON,0.8326567650798085,0.7792701302955801,0.8024412364768425,0.7766996559920336,0.7248729760668606,0.5709716380024361,0.6669049575819537,0.8723340129051108,0.8449343050625165,0.858795260860327,0.8500178798238986,0.8901483953106665,0.8901807680544749,0.7214613853313486,0.8614258794701816,0.704504177089064,0.8519762837703599,0.8465115322304082,0.7954739346584084,0.8102740942041888,0.7794493535813812,1.0,0.7711808182847888,0.4763664361441349,0.8704317416697809,0.6681638151221551,0.8015503237633874,0.7929649836986771,0.7459300112429675,0.7166445640524657
META,0.9237829061207088,0.9600172481560548,0.9737117654459062,0.9423149545541167,0.860435977456249,0.86395650272714,0.6426167545837801,0.7851162461800528,0.8558301718017522,0.8787358296315776,0.9027110204114065,0.886973071848772,0.8861294198299591,0.7261413017405236,0.8240386607584248,0.7945254218925186,0.796622409448561,0.7447819782074816,0.7892247908636162,0.667510387470993,0.8117480741069358,0.7711808182847888,1.0,0.8373308451337853,0.8419545430505081,0.706923360148723,0.6804789000570283,0.7655816382390103,0.7627147939470791,0.8166070349680988
NFLX,0.7571906080045706,0.8246756180229492,0.8381429736390219,0.8281370427816124,0.8369802665337228,0.9257007772820878,0.5403661374083484,0.5368207791743422,0.5787778447187332,0.6851019302725752,0.6656020862493481,0.7111426307525713,0.6906054056859654,0.5003457739380059,0.6321490614658983,0.6860245029203431,0.640386472612067,0.506715566611946,0.5799463123521476,0.5731598606047273,0.6431429697951213,0.4763664361441349,0.8373308451337853,1.0,0.6372417882001754,0.5928083834517877,0.5667160463493405,0.6012306607105783,0.6020374102374978,0.7031733638609213
DIS,0.8586077836303914,0.8263637581087905,0.8559096854406425,0.8204452151346966,0.8084748902940943,0.7553413931433915,0.6648303165062863,0.8024481001177589,0.8101307307502009,0.8392934015220868,0.8627036254155014,0.9261667646127096,0.846566303197952,0.6614030641140778,0.7642686581141597,0.676094540252552,0.8317045872079182,0.7453152243239767,0.7769897185480991,0.740844761905056,0.8441147458848529,0.8704317416697809,0.8419545430505081,0.6372417882001754,1.0,0.6637375130917103,0.7366000164353737,0.7410782578172964,0.6666473156167986,0.6534543344836908
PG,0.831077229073562,0.8136830742204809,0.785212633457375,0.7214063172671339,0.7343488772436704,0.7692164865475382,0.22211768024313194,0.6743191547971339,0.5621560623851847,0.7248230572696732,0.7912409503156512,0.7393692017541595,0.7916404529215418,0.9125178719538116,0.7031812523454936,0.920551776130448,0.6250773021161466,0.4841402936998102,0.45777808696852335,0.48665981461178554,0.7353585595381842,0.6681638151221551,0.706923360148723,0.5928083834517877,0.6637375130917103,1.0,0.8137707206245892,0.8612420443661846,0.8500738449147641,0.8037354196548356
KO,0.8368726512259378,0.7881487487426239,0.7656857014310638,0.7275855020132772,0.7360824909097287,0.6889571569296566,0.4504399960390517,0.7936308810733622,0.6023312878407667,0.7639407249728581,0.7631397659029391,0.7484046860329817,0.7847697570041734,0.8390450513308056,0.8271760920391016,0.8677585360203468,0.79269896688243,0.646266586944467,0.538166639460501,0.7019262602378206,0.7811764955629183,0.8015503237633874,0.6804789000570283,0.5667160463493405,0.7366000164353737,0.8137707206245892,1.0,0.8682104403566322,0.8539226056119089,0.7879741422651927
NEE,0.8381519446288751,0.833351699835832,0.817234322418739,0.8293109648011098,0.7865261866785609,0.7154772183051691,0.4977195114818739,0.8685137944221369,0.7394476917581764,0.7622399825401343,0.8104881358840442,0.8009659230029899,0.8465519636843668,0.8572990643886742,0.8758673885369318,0.8543637316705343,0.8224326640541841,0.6868859899753375,0.6369089272670366,0.6590053862397237,0.7953389461111523,0.7929649836986771,0.7655816382390103,0.6012306607105783,0.7410782578172964,0.8612420443661846,0.8682104403566322,1.0,0.8632813268486812,0.8043156146765682
AMT,0.8565240624897222,0.8717570951279233,0.8213347745592041,0.7857117733165698,0.7366337814948746,0.6978232612154132,0.44286022961159704,0.8199583344170194,0.707088665577001,0.8489047416713191,0.8610431375740534,0.7839549656893287,0.8244134317314359,0.8728342543766782,0.8796459951390223,0.8677608671607487,0.7491135137293525,0.6955880909220702,0.5863947846236155,0.6374761187011434,0.7485256030175433,0.7459300112429675,0.7627147939470791,0.6020374102374978,0.6666473156167986,0.8500738449147641,0.8539226056119089,0.8632813268486812,1.0,0.8792106892190618
PLD,0.8586751397624764,0.8833017102078865,0.8538693642145415,0.8781284338830516,0.804068634590156,0.7410844052078397,0.5193812957435325,0.7586972315609302,0.7196731103778464,0.8610339526610749,0.8508336613701054,0.7974952691730022,0.8257183311365557,0.7846052851701943,0.8034176932481569,0.8684254644014464,0.7425110476898674,0.6995300020505679,0.6737346680297821,0.7445639037489359,0.7450881154607378,0.7166445640524657,0.8166070349680988,0.7031733638609213,0.6534543344836908,0.8037354196548356,0.7879741422651927,0.8043156146765682,0.8792106892190618,1.0
