,AAPL,MSFT,GOOGL,NVDA,AMD,AMZN,TSLA,NKE,MCD,JPM,BAC,GS,BRK-B,JNJ,UNH,PFE,XOM,CVX,COP,BA,CAT,HON,META,NFLX,DIS,PG,KO,NEE,AMT,PLD
GS,0.48036771001211986,0.4664539987868081,0.4232672529464769,0.4836963474682698,0.3507950172903578,0.43087505255566727,0.26105238017740123,0.4703607047214107,0.07766153630539428,0.7968047825993838,0.8603723349205362,1.0,0.6254190543132311,0.1472437420302316,0.22800865381457078,0.19602734236226738,0.48425507201988455,0.4065175191906294,0.3607318280145007,0.3065148112689723,0.5651178866856124,0.5288049340418955,0.2828081211750942,0.2840649081102466,0.2774065784610685,0.106369718808198,0.0803645988560832,-0.20131314310627021,-0.19161036758571945,0.11806088033752027
BRK-B,0.5957281063302269,0.5416994097252119,0.4516223972193036,0.5138139523467798,0.47268195217848175,0.4786038440763048,0.18558945992133535,0.5260261694465815,0.23924044724856935,0.6843475676888622,0.6296701747903772,0.6254190543132311,1.0,0.30905202783774205,0.2225411345821762,0.38395574492673595,0.5108289743024897,0.4303846448273931,0.3330703141420574,0.3235318723367402,0.597087778291585,0.6273460232825938,0.32266223542151823,0.30985746643552886,0.3608717995038292,0.27019859768445925,0.2955336186234598,-0.01668190750908647,-0.09077481882123228,0.2577854398743388
JNJ,0.2607471946173404,0.3128166157924677,0.23077913408354503,0.1908426340784258,0.23769138037539292,0.26013120213873697,0.047669369679623756,0.2572073494034262,0.12310567757000482,0.20452784748463582,0.15023824666956184,0.1472437420302316,0.30905202783774205,1.0,0.20286631438074518,0.30950143320601003,0.24650449221938847,0.19146868173641618,0.12395184533571521,0.23344759055521816,0.21938175722208975,0.33060057428934725,0.21002939250113334,0.29530954263721426,0.21124637458677242,0.21739538769964048,0.1803566336123338,0.17668313048523895,0.07746852804333686,0.22095258343859217
UNH,0.21150828719341055,0.29463365231132194,0.29578019259605337,0.21850829078796372,0.17281664413939737,0.22981579621111412,0.05398931213889618,0.18190597679773934,0.07463248385649139,0.2236872585922588,0.25285299858406735,0.22800865381457078,0.2225411345821762,0.20286631438074518,1.0,0.26237120129790986,0.18099902628767742,0.22286346300541168,0.1425617511137109,0.05227652203071211,0.21452069990278722,0.1994865401969016,0.18420132895870883,0.23685624446158113,0.04998166121464732,0.10217224106627698,0.061276918515373355,0.03710584500019205,0.020128454707634132,0.1260825590050745
PFE,0.3037031339552583,0.33026767496767173,0.26907473273354776,0.2824751730938825,0.34294960322741846,0.3146643436013258,0.10720574825705491,0.20029417083942777,0.18557138490244648,0.26121319101225415,0.21591080333822707,0.19602734236226738,0.38395574492673595,0.30950143320601003,0.26237120129790986,1.0,0.3125100594559298,0.27291826606895603,0.2217682224380818,0.10423702180360728,0.3366555967091337,0.3305678128955683,0.28809443707894317,0.23042550524361768,0.14542680718772752,0.16241362385581462,0.23107520782589352,0.19454207114014796,0.09658275175377494,0.30218515493785253
XOM,0.4132060474404881,0.40354317347470203,0.39861967701535633,0.4688362368982096,0.38101914153139477,0.3775222441008745,0.1846728077780892,0.44878985180789777,0.06114284526011106,0.5565659498728375,0.524139960725995,0.48425507201988455,0.5108289743024897,0.24650449221938847,0.18099902628767742,0.3125100594559298,1.0,0.7543479336933467,0.6321702977910253,0.3080629184569337,0.5425979818215547,0.4989820846463942,0.3481139891268502,0.32802555779287074,0.17976117782402434,0.14681266575342852,0.11337850097690601,-0.08587172920274266,-0.11212273120322003,0.17834929714086278
CVX,0.36895678550640665,0.389442261527865,0.2895266167411026,0.4646136046638598,0.4165482033480158,0.35371360579174693,0.14086314044682524,0.3456408061156132,0.015130253807594177,0.4204642117078532,0.4193535935620855,0.4065175191906294,0.4303846448273931,0.19146868173641618,0.22286346300541168,0.27291826606895603,0.7543479336933467,1.0,0.5972399271964537,0.23542111323650422,0.4464252381373578,0.4598591100044687,0.29542781058695455,0.26933639212246785,0.06159976854678235,0.07812970196719583,0.09776758090413873,-0.03770962876607906,-0.08684159736295156,0.12311826512977643
COP,0.3693050164580492,0.30493089626520214,0.2701441014102444,0.4285743145350192,0.302753689505504,0.32280992917949736,0.133347771861382,0.25209588114526094,-0.043162777896017364,0.42053747776989936,0.4247661384063328,0.3607318280145007,0.3330703141420574,0.12395184533571521,0.1425617511137109,0.2217682224380818,0.6321702977910253,0.5972399271964537,1.0,0.2753537679318847,0.47754091527283155,0.39302695661406456,0.28231596985624907,0.19569872033600375,0.1520443927377557,0.06391251770600216,-0.02048050227937879,-0.116223153844971,-0.11039777632309648,0.10687333413656562
BA,0.32075178658273984,0.3551584208643739,0.25160337472407696,0.29267789074986067,0.2599362019285012,0.2817739961396278,0.1973003471478928,0.27859479773146684,0.025584593278364487,0.31259030192506065,0.328887651531434,0.3065148112689723,0.3235318723367402,0.23344759055521816,0.05227652203071211,0.10423702180360728,0.3080629184569337,0.23542111323650422,0.2753537679318847,1.0,0.4003429015539267,0.3371818413624453,0.28364544883938936,0.257313508082417,0.16375345446821868,0.08578283605957861,0.05055510284016482,-0.07538660568607683,-0.04259051641105637,0.11591379053836127
CAT,0.5158925495348322,0.44485173670218836,0.3996582387206275,0.5636131755532178,0.42067283426992325,0.46908384795537644,0.23191060854221623,0.42975427192541077,0.025673465020450925,0.6002577792050701,0.5659674556722506,0.5651178866856124,0.597087778291585,0.21938175722208975,0.21452069990278722,0.3366555967091337,0.5425979818215547,0.4464252381373578,0.47754091527283155,0.4003429015539267,1.0,0.6100724509607263,0.3378093012246032,0.30802759653676154,0.25664581852588486,0.10076356036218727,0.11893058217262403,-0.14825669499427058,-0.14065540558370546,0.15518131136999816
HON,0.5299794966324256,0.5846107942708217,0.4273355861421464,0.4842839891543698,0.406736083172709,0.4602230884641827,0.19524432118958002,0.552012634072922,0.32933198794771723,0.5994298929040125,0.5503301734236902,0.5288049340418955,0.6273460232825938,0.33060057428934725,0.1994865401969016,0.3305678128955683,0.4989820846463942,0.4598591100044687,0.39302695661406456,0.3371818413624453,0.6100724509607263,1.0,0.3375469709644232,0.29920496014475584,0.37571729002303395,0.29454834284939924,0.2490869582486795,0.03150091389154651,0.061440415375479195,0.31466636361428435
META,0.4746644403894564,0.5308150302166057,0.5807269034764235,0.44280901690705626,0.3918455954597466,0.6253116045975081,0.22228658950793226,0.26523940157197534,0.1180366106603339,0.306939208646368,0.27920936388838624,0.2828081211750942,0.32266223542151823,0.21002939250113334,0.18420132895870883,0.28809443707894317,0.3481139891268502,0.29542781058695455,0.28231596985624907,0.28364544883938936,0.3378093012246032,0.3375469709644232,1.0,0.418957695813211,0.2521080526976614,0.13850382414868095,0.09817181335683468,0.03140458251405737,0.10374868543791493,0.24558515191613428
NFLX,0.37729349343428714,0.4836050258776206,0.4494095900240559,0.41707504710952714,0.3894524162862855,0.5316523230371715,0.28992047857077624,0.3438809861565117,0.09802405497457332,0.2688459632824892,0.293112878123365,0.2840649081102466,0.30985746643552886,0.29530954263721426,0.23685624446158113,0.23042550524361768,0.32802555779287074,0.26933639212246785,0.19569872033600375,0.257313508082417,0.30802759653676154,0.29920496014475584,0.418957695813211,1.0,0.12283807892763471,0.1004076801255954,0.046996082891852586,-0.01266091368274782,0.05611798544275951,0.20612567087292552
DIS,0.3024019356672063,0.33532806170664176,0.3116461948109384,0.20038807458015628,0.21298210417270172,0.25726319075053056,0.058549331513560725,0.3548177851078618,0.2808159874156219,0.4376905698146609,0.3172396149148146,0.2774065784610685,0.3608717995038292,0.21124637458677242,0.04998166121464732,0.14542680718772752,0.17976117782402434,0.06159976854678235,0.1520443927377557,0.16375345446821868,0.25664581852588486,0.37571729002303395,0.2521080526976614,0.12283807892763471,1.0,0.24224474265645726,0.15676331164748322,0.1440650685433489,0.09328623944182048,0.2951808943466697
PG,0.19337606895684048,0.3309613252936558,0.23028453286463837,0.1598520665119288,0.21113470053126626,0.2494094397050675,0.06380262454409032,0.2977503530138304,0.32570686488865674,0.15278634677377165,0.08233439015487323,0.106369718808198,0.27019859768445925,0.21739538769964048,0.10217224106627698,0.16241362385581462,0.14681266575342852,0.07812970196719583,0.06391251770600216,0.08578283605957861,0.10076356036218727,0.29454834284939924,0.13850382414868095,0.1004076801255954,0.24224474265645726,1.0,0.4257221381513856,0.458828399177338,0.3282649716817832,0.3122549322848885
KO,0.16157382018431352,0.2673181999617607,0.2053383176828509,0.10522480272336053,0.14119915752641976,0.18281129880552766,0.0253997738303826,0.22779295741757302,0.26203624462562586,0.14441825984399786,0.08420914552836951,0.0803645988560832,0.2955336186234598,0.1803566336123338,0.061276918515373355,0.23107520782589352,0.11337850097690601,0.09776758090413873,-0.02048050227937879,0.05055510284016482,0.11893058217262403,0.2490869582486795,0.09817181335683468,0.046996082891852586,0.15676331164748322,0.4257221381513856,1.0,0.3453143942873808,0.2836471455597577,0.36149735029418356
NEE,-0.018928709560819705,0.1555796405269505,0.03628461303960576,-0.042389486444965443,-0.007340509916178347,0.04785965989672961,-0.013109196005307525,0.09207452907724047,0.30386729729652756,-0.14858398726389135,-0.20494915911954525,-0.20131314310627021,-0.01668190750908647,0.17668313048523895,0.03710584500019205,0.19454207114014796,-0.08587172920274266,-0.03770962876607906,-0.116223153844971,-0.07538660568607683,-0.14825669499427058,0.03150091389154651,0.03140458251405737,-0.01266091368274782,0.1440650685433489,0.458828399177338,0.3453143942873808,1.0,0.45655564114464675,0.38411195051753694
AMT,0.005748309626609306,0.15044006710564828,0.028821518370889317,-0.07637200177612413,0.04848505458957629,0.09924197181791895,-0.07950986360826436,0.11805559569725634,0.3671781996105496,-0.17930564020023007,-0.21143809549943937,-0.19161036758571945,-0.09077481882123228,0.07746852804333686,0.020128454707634132,0.09658275175377494,-0.11212273120322003,-0.08684159736295156,-0.11039777632309648,-0.04259051641105637,-0.14065540558370546,0.061440415375479195,0.10374868543791493,0.05611798544275951,0.09328623944182048,0.3282649716817832,0.2836471455597577,0.45655564114464675,1.0,0.5107805348149119
PLD,0.26586688764929484,0.3365141909520718,0.21756012987696244,0.19638417853822956,0.234894815177002,0.2539771439096826,0.12927926592751282,0.3206391059819095,0.30296467457791626,0.20432942053672468,0.15580149640666965,0.11806088033752027,0.2577854398743388,0.22095258343859217,0.1260825590050745,0.30218515493785253,0.17834929714086278,0.12311826512977643,0.10687333413656562,0.11591379053836127,0.15518131136999816,0.31466636361428435,0.24558515191613428,0.20612567087292552,0.2951808943466697,0.3122549322848885,0.36149735029418356,0.38411195051753694,0.5107805348149119,1.0
