,AAPL,MSFT,GOOGL,NVDA,AMD,AMZN,TSLA,NKE,MCD,JPM,BAC,GS,BRK-B,JNJ,UNH,PFE,XOM,CVX,COP,BA,CAT,HON,META,NFLX,DIS,PG,KO,NEE,AMT,PLD
PFE,0.293484608625719,0.2751206960022871,0.23605001659024571,0.14548006757899573,0.1549961169381168,0.18442610403835513,0.09743706179745587,0.2518965844037756,0.2823750304001521,0.318912904839148,0.30987589199622567,0.2859196637996277,0.40870808290581034,0.49653281049409637,0.2871722022952552,1.0,0.24445771206752623,0.27167770188693935,0.23373548778668435,0.24563203562632221,0.2870864619878136,0.3620415860261846,0.17105194094735096,0.12383909430885365,0.2544674332978889,0.36176364640849473,0.3838253964519314,0.30879386242673473,0.358059946537037,0.37354681638818454
XOM,0.2903027812603202,0.23350183730530366,0.23557953650625865,0.19071613312620114,0.17290293700338336,0.15586468001948164,0.15054475859723498,0.3066793474815939,0.33232305536381573,0.5190146441976331,0.5418213863710389,0.4755147514993067,0.539223333295562,0.2729921883995226,0.25897623122265917,0.24445771206752623,1.0,0.846335445946932,0.8315231392258031,0.42768263169062487,0.5105083788104458,0.47815768940610487,0.15186292611233274,0.12158917239244281,0.39988289740276095,0.2000168777774211,0.36716474788492615,0.25069426809884965,0.19386730272047198,0.2952705536493524
CVX,0.32871069067734376,0.3109175285730091,0.28962217652752786,0.24956464726755595,0.21823959905726492,0.187145417023594,0.20826096232497585,0.328810618006791,0.40633930237039245,0.5754244117319767,0.5728574429166144,0.521946947290414,0.5820154311713671,0.31084750401747496,0.32818099440105103,0.27167770188693935,0.846335445946932,1.0,0.8394796364183806,0.4696886759557958,0.5097806903971317,0.5296364063052853,0.20063819811477263,0.13840743725903357,0.41417590871483007,0.2037951267309745,0.3765836199380785,0.28246399416547974,0.2456941630971947,0.3557825375004786
COP,0.30726430695022827,0.2806341254932113,0.2735278795461522,0.2484024921502609,0.20978181835771573,0.19742258949786667,0.20537938707770007,0.3003281952308,0.3409233456601555,0.5299441264571341,0.5457349988500216,0.4912500044628463,0.5259255818669276,0.2352601963876915,0.26779681538579114,0.23373548778668435,0.8315231392258031,0.8394796364183806,1.0,0.4336281500108243,0.5088951296266623,0.4883739171455706,0.18843817554118875,0.1360268951435089,0.4021842136868557,0.16199578594889127,0.29259999558147365,0.21989760533617891,0.18117070923707698,0.30052318515921345
BA,0.40939685027186484,0.3764488808085308,0.3740126343242146,0.34667226552917285,0.31501914948927595,0.3197899222141628,0.3238537982135922,0.38948007645438804,0.4003074945741204,0.5501845752208704,0.5326105375278082,0.5408441510438956,0.5078067634708333,0.23250051805202454,0.2671442235002153,0.24563203562632221,0.42768263169062487,0.4696886759557958,0.4336281500108243,1.0,0.45131672792696936,0.5624810833469763,0.30788843878468436,0.2469140084736711,0.4699560202425852,0.2151321022042272,0.3603701449525276,0.28242515066079965,0.25925978177987835,0.4049452398927761
CAT,0.38866802771245823,0.33957708510814516,0.3831795306771184,0.3750969991106824,0.35722051927032855,0.3155899257463301,0.24921921791010204,0.37441078088406377,0.294342833948162,0.6007586002242253,0.6066785041489433,0.6218648442427618,0.5565384417064393,0.2772057379506471,0.24947834290742804,0.2870864619878136,0.5105083788104458,0.5097806903971317,0.5088951296266623,0.45131672792696936,1.0,0.5874067958528907,0.2647431361831583,0.18802949162841084,0.4485479693831779,0.21476416815957797,0.30476190037342926,0.24282992281455218,0.20963274579185615,0.40152555870693135
HON,0.47051417494231385,0.44612098949280365,0.41591490050201413,0.3475149733925397,0.31629245661826255,0.3224107201722428,0.27259001466744204,0.4852614963112595,0.5226012885288138,0.6353382436353743,0.6201169343448487,0.6109682348800102,0.6539954605135239,0.4013437441880105,0.3548052276886192,0.3620415860261846,0.47815768940610487,0.5296364063052853,0.4883739171455706,0.5624810833469763,0.5874067958528907,1.0,0.3475077016490827,0.22146958207849798,0.5453616675483994,0.398177149870656,0.5123770799454378,0.398714493925014,0.37405166166698905,0.4887236797856221
META,0.5206809089886577,0.5788748974707589,0.5850745341458067,0.5147049622379,0.42605960917501484,0.6068889441195282,0.3360334266054936,0.3466774851751794,0.2606844249869992,0.3227711959911021,0.3293656069851794,0.37418286422052355,0.33620793256186454,0.13213316334384412,0.17179946713558625,0.17105194094735096,0.15186292611233274,0.20063819811477263,0.18843817554118875,0.30788843878468436,0.2647431361831583,0.3475077016490827,1.0,0.4502728276320743,0.37051443272133294,0.1834930577278857,0.1579491337622994,0.1902365119368791,0.19885152109513313,0.32946374292808883
NFLX,0.4228721984958445,0.47183555130533883,0.4190670460812287,0.4482498750745196,0.39014075538462084,0.5211796919039431,0.33309279108750817,0.27719191402250887,0.1840498782054438,0.21825003950490462,0.2190327549569098,0.2668289867392559,0.2648045328971167,0.12019374762521183,0.14816258920256806,0.12383909430885365,0.12158917239244281,0.13840743725903357,0.1360268951435089,0.2469140084736711,0.18802949162841084,0.22146958207849798,0.4502728276320743,1.0,0.3398383891949427,0.13736934598897763,0.11236107580480592,0.16309364071001312,0.16441220089854286,0.23281638963163373
DIS,0.43030832970037985,0.4389293953011327,0.41869354615959364,0.36944310018814747,0.33033116279775376,0.4045013994462631,0.3096681133858942,0.45941259707382404,0.3886822817544297,0.5507552341559594,0.5529579936051529,0.5500517458451315,0.5295740949441445,0.24742119726609665,0.2371198808368005,0.2544674332978889,0.39988289740276095,0.41417590871483007,0.4021842136868557,0.4699560202425852,0.4485479693831779,0.5453616675483994,0.37051443272133294,0.3398383891949427,1.0,0.2796791759710968,0.36348149693035803,0.28899399639938206,0.2660436242662195,0.40370199498622766
PG,0.34978254537188735,0.3257006079644553,0.25116052782041903,0.14755352274784678,0.13804246003349604,0.18753088789675992,0.09599590362808319,0.3196956013641606,0.45994347442886585,0.2996018973941176,0.3008072592925912,0.25974400387107055,0.45404399991811417,0.527595105293571,0.3087346863376003,0.36176364640849473,0.2000168777774211,0.2037951267309745,0.16199578594889127,0.2151321022042272,0.21476416815957797,0.398177149870656,0.1834930577278857,0.13736934598897763,0.2796791759710968,1.0,0.6264054154974912,0.4895192954718103,0.47497069354431404,0.44600665318579824
KO,0.3478990417128041,0.3161390623255098,0.2693615623461725,0.13469578376114494,0.12934012818306018,0.1558120531398803,0.11831014949556033,0.3337287520512249,0.5384722644097634,0.42696602298473496,0.4048249699720789,0.34400812763059146,0.5539419320675658,0.5142609582972313,0.3146967182236941,0.3838253964519314,0.36716474788492615,0.3765836199380785,0.29259999558147365,0.3603701449525276,0.30476190037342926,0.5123770799454378,0.1579491337622994,0.11236107580480592,0.36348149693035803,0.6264054154974912,1.0,0.49862199104038807,0.49420330252197864,0.47923539178065283
NEE,0.3256966399491306,0.3065389087001756,0.26572954353453593,0.19913308666900373,0.19480562533807502,0.21589811916138701,0.17546851632538457,0.3131324941973188,0.42538039984444326,0.2901562002797466,0.28655014530879475,0.27734041742932114,0.39921074744833285,0.4017158489444946,0.2568533904910881,0.30879386242673473,0.25069426809884965,0.28246399416547974,0.21989760533617891,0.28242515066079965,0.24282992281455218,0.398714493925014,0.1902365119368791,0.16309364071001312,0.28899399639938206,0.4895192954718103,0.49862199104038807,1.0,0.5415408411141432,0.5072752590578931
AMT,0.3333573077872103,0.3556594198615778,0.2598441324335643,0.19559470096169573,0.17296981032901274,0.22009213418669632,0.14765852271775534,0.29945077094491795,0.4570760785233238,0.29764721970600255,0.3045233031248381,0.2783275978622721,0.39052673156294776,0.43442338695302407,0.27853034567216134,0.358059946537037,0.19386730272047198,0.2456941630971947,0.18117070923707698,0.25925978177987835,0.20963274579185615,0.37405166166698905,0.19885152109513313,0.16441220089854286,0.2660436242662195,0.47497069354431404,0.49420330252197864,0.5415408411141432,1.0,0.615956913156475
PLD,0.4950914910264871,0.4450863920832868,0.4004900665193751,0.34433349116749756,0.33141542151773823,0.37772823936884325,0.2776170616032668,0.4334397760238084,0.4546961637378403,0.4557185490976727,0.46459145740666774,0.4612742680846164,0.5028518301126748,0.40464051136345935,0.31122336653271643,0.37354681638818454,0.2952705536493524,0.3557825375004786,0.30052318515921345,0.4049452398927761,0.40152555870693135,0.4887236797856221,0.32946374292808883,0.23281638963163373,0.40370199498622766,0.44600665318579824,0.47923539178065283,0.5072752590578931,0.615956913156475,1.0
